uri	sentence	label
20000278_1_S00026529	 는 타사와 경쟁 베이스가 분명히 다릅니다.	1
20000278_1_S00550445	그래서 미국 gould사에 직접 연락해 공정에 적절한 저유량 pump를 찾을 수 있었습니다.둘째 인턴실습 자격증 취득을 하였습니다.실무를 경험해보고자 an 생산팀에서 단기 현장실습을 했습니다.	0
20000278_1_S00150724	 에서도 팀원과의 신뢰와 소통의 중요성을 인식하고 고객의 입장에서 생각하겠습니다.	1
20000278_1_S00139737	금속 재료 역량과 압연 등의 조업 공정에 대한 이해로 기존 의 주력사업인 알미늄박 제품 경쟁력 향상에 기여하겠습니다.	1
20000278_1_S00474301	신품종이 나왔는데 이 품종을 작업할 때 봉 생산라인과 감귤 생산라인을 절반씩 이용해야 했습니다.	0
20000278_1_S00427978	 배움 성과 보람의 팀 활동 저의 가장 기억에 남는 팀 활동은 에서 공정 자동화 프로젝트를 수행한 것입니다.	0
20000278_1_S00497785	 최선을 다하고 끝까지 포기하지 않는 노력인 제가 열정을 가지고 최선을 다하는 자세를 발휘한 경험으로 펫 박람회에서 했던 판매 아르바이트와 아이디어 페스티벌에 참가했던 경험이 있습니다.	0
20000278_1_S00507022	참여 학생들이 모든 미션에 참여하여 더 많은 상품을 가져가고 몰을 더 많은 대학생이 알 수 있도록 목표를 세운 것입니다.저는 쿠폰을 통해 마지막 팀 미션까지 모두 참여할 수 있도록 하는 아이디어를 냈습니다.	0
20000278_1_S00550419	그중 칠성동 2가에는 와 홈플러스 마트 등 쇼핑시설은 물론 오페라하우스와 같은 문화시설을 갖췄습니다.	0
20000278_1_S00131753	또한 중공업 csr공모전 교내 디자인씽킹 공모전에 참여하여 리서치와 분석을 통해 인사이트를 찾아내는 시각도 함양하게 되었습니다.	0
20000278_1_S00053806	저는 영업 마케팅 직무에 걸맞은 인재가 되기 위해 쌓아온 유사 실무 경험 중 금융권 인턴일 때 직접 고객을 상대하며 성공적인 영업을 이룬 적이 있습니다.	1
20000278_1_S00084435	주어진 일만을 수동적으로 처리하는 소극적인 모습보다 스스로 먼저 일을 찾아 적극 일하는 의 사원이 되기 위해 끊임없이 노력하는 모습을 보여 드릴 것을 약속드립니다. 에 입사 후 1년 이내에 모든 업무에 적응하며 업무에 도움이 되는 자격증을 찾아 공부하여 최대한 빠르게 도움이 되겠습니다.	1
20000278_1_S00498862	 강점 생산기술이란 공정 최적화 제품의 품질과 생산능력 확보 기술 벤치 마킹 및 개발을 통해 궁극적으로 생산성 최적화 제조원가 절감을 목표로 하는 직무라고 생각합니다.	0
20000278_1_S00139456	교육 내용을 바탕으로 영업관리 직무를 잘 수행해 내겠습니다.	1
20000278_1_S00554436	시사중국어사 기자단 v30 프로모터 한중일 부직포산업 행사 통역 평창동계올림픽 삼성 프로모터 활동 중국대사관 직원 등 외국어 실력을 향상시키고 글로벌 경쟁력을 발전시켰습니다.	0
20000278_1_S00050509	이와 같은 섬세한 고객 마인드가 의 승부수라고 생각하고 마케팅 직무로서 이를 강화하는 데 헌신하고 싶습니다.	1
20000278_1_S00149944	 에 입사 후 이러한 소통력으로 본사와 지사를 잇는 연결고리 역할을 효율적으로 수행하겠습니다.	1
20000278_1_S00080578	 의 구성원으로서 소비자의 가까이에서 자부심을 가지며 일하겠습니다.	1
20000278_1_S00499573	 케미칼은 첨단소재와의 합병뿐만 아니라 미국 에틸렌 생산공장 증설 설립 등에 착수하며 또 다른 도약을 준비하고 있습니다.	0
20000278_1_S00014443	이후 책임감은 미용실 예약 플랫폼 헤어샵 기획팀 인턴 당시에도 발휘할 수 있었습니다.	0
20000278_1_S00550146	고등학교에서 기계 공학부 특별활동에 참가하여 대학교 미래자동차 공학부를 견학하면서 재학 중인 학생들이 제작중인 모형 자동차를 본 경험이 기계작동과정에 대한 관심을 더하여 주었지만 효율성을 더하기 위해선 소재 또한 중요하다 생각하여 신소재공학과로 대학을 진학하였습니다.	0
20000278_1_S00076611	이러한 회사는 다양한 시장과 도전적 목표를 가진 회사입니다.이러한 저의 조건에 이 부합합니다.	1
20000278_1_S00153085	 는 명실상부 제과업계 1위 기업으로 창립 당시부터 지금까지 최고의 제품을 생산 및 판매하고 있습니다.	1
20000278_1_S00019591	유통업의 포트폴리오 다각화 미디어플랫폼의 컨텐츠 개발 등 유통업계의 경쟁은 더욱 심화되기에 을 찾는 이유를 만드는 것이 고객 서비스의 기반입니다.	1
20000278_1_S00149012	따라서 저는 입사 후 10년 동안 신사업전략팀에서 경험과 노하우를 착실히 쌓아 의 경영전략 수립 및 추진의 코어 역할을 하는 경영전략의 핵심인물이 되고 싶습니다.	1
20000278_1_S00556083	전공 프로젝트팀장으로 의 브랜드 imc 기획서를 작성한 적이 있습니다.	0
20000278_1_S00531660	sw 개발에 쓰이는 open api를 학습하였고 현재는 로그인 아임포트 결제 서비스 분실물 조회 api를 활용하여 사용자가 분실물을 쉽게 찾을 수 있는 편의를 제공하는 팀 프로젝트에 참여하고 있습니다.	0
20000278_1_S00245109	저의 강점은 빙과류 영업소에서 2016년부터 3년 동안 매년 여름 2달 동안 아르바이트하며 미리 영업현장을 배운 것입니다.제한된 시간 내에 차를 몰며 지역 곳곳에 제품을 유통하는 일은 쉬운 일이 아니었습니다.	0
20000278_1_S00506701	 저는 중고 신입 입니다 발주 제휴점 관리 설계 상담 유통망 구축 데이터 자료 구축은 제가 이란 회사에 입사해 경험한 업무입니다.	0
20000278_1_S00044372	 와 같이 여러 방면에서 도전하고 노력하는 자세를 추구해왔던 제가 함께 공통점을 바탕으로 시너지 효과를 내며 영업의 최전선에서 매출의 한 부분을 담당하고자 지원하게 되었습니다.	1
20000278_1_S00344582	삼성sdi과 업무 공백으로 팀 내 분위기가 저하되었습니다.	0
20000278_1_S00541844	교육적으로 부모님들이 관심을 가질만한 우주박물관을 포함해 기준에 부합하는 제휴사들을 골랐습니다.	0
20000278_1_S00068409	 미디어 커머스 no.1 기업 은 디지털 트랜스포메이션을 계속 추구하며 더 나은 홈쇼핑 환경을 구축할 것이라 생각합니다.	1
20000278_2_S00022066	중남미 집기생산 최적화 제안서 작성을 위해 그룹 소속 회사들의 중남미 5개국 법인과 협업을 진행했습니다.	0
20000278_1_S00552628	이는 이후 해외사업처에서 인턴으로 근무하는데 큰 도움이 되었습니다.작은 펍 사장님으로부터 배운 능동적인 자세는 저를 면세점 전략기획 해외사업 직무에 지원할 수 있는 힘을 주었습니다.	0
20000278_1_S00552691	거기서 몸소 체험한 국의 유통 트렌드를 매장에 접목해 운영 고도화에 힘쓰겠습니다.	0
20000278_1_S00342203	경영학을 전공하며 생산 마케팅 it 재무 지식을 갖췄고 아르바이트와 청정원 신제품개발 대외활동 그룹 브랜드아카데미를 수료하며 실무적 지식 습득에도 노력하였습니다.	0
20000278_1_S00044132	 에서 위기는 곧 기회다.	1
20000278_1_S00028986	 대산공장은 임직원과 가족들이 속해있는 서산지역의 발전을 돕고자 사랑나눔회 기부금을 조성과 후원하는 매칭그랜트 불우가정 장학금 지원 난방비 지원 등의 다양한 활동을 하고 있습니다.	1
20000278_1_S00092073	따라서 의 일원으로서 유통 전문가로 성장하고 장기적으로 회사의 성장을 견인하고 싶습니다.	1
20000278_1_S00515280	이번 여름 에서 인턴으로 근무하며 오프라인 결제 플랫폼 개발에 참여했습니다.	0
20000278_1_S00065150	 의 비전 2030은 global leading total provider 로 세계를 지향하며 다양한 분야에서 활동할 수 있을 것으로 예상하였기 때문에 지원하게 되었습니다.	1
20000278_1_S00015532	고객이 발견을 통해 욕망을 느끼는 시대 구매욕을 발굴 해야 한다는 저의 신념을 에서 발휘하고 싶습니다.	1
20000278_2_S00522292	저는 다양한 나라에서 성장하며 한국이 가진 홈쇼핑 및 온라인 유통 체계가 얼마나 적인지 깨달았습니다.	0
20000278_1_S00151209	장기적으로 이를 이용하여 재이용률이 높은 상품을 개발하여 의 가치 증대와 매출 신장에 기여하겠습니다.	1
20000278_1_S00420223	그다음 음향 기술 스태프께 공식 광고 음원 확보 가능 여부를 확인하고 매니저님께 보 고하여 승인을 얻어 무사히 행사를 마칠 수 있었습니다.	0
20000278_1_S00011014	 는 회사 특성상 해외 제품을 국내 시장에 내놓고 있습니다.	1
20000278_1_S00534047	그다음 콘텐츠의 주제를 정할 때는 트렌드를 반영하자는 생각으로 데이터 랩 리얼푸드 홈페이지를 참고하여 식품계의 이슈를 검색했습니다.	0
20000278_1_S00046411	이러한 점을 비추어 봤을 때 는 저에게 끊임없이 배움에 대한 자극을 주고 그 역량에 불을 지펴 가치를 높일 수 있도록 만들어 줄 수 있는 또 다른 학교가 될 것으로 생각합니다.	1
20000278_1_S00120113	 은 영상을 활용하는 기법 상품을 노출하는 방법 등에 대한 노하우가 쌓여있으며 관련된 수많은 인적 물적 네트워크를 보유하고 있습니다.	1
20000278_1_S00028190	유럽 시장의 주요 소비 고객층과 시장을 분석하여 현지 특성에 맞는 비즈니스 모델을 구축하여 의 성장에 기여하고 싶습니다.먼저 다양한 면세 유통 채널을 분석하겠습니다.	1
20000278_1_S00044862	생분해성 화합물을 연구한 경험을 기반으로 바이오플라스틱 분야의 연구 개발을 통해 의 미래기술선점을 위해 노력하는 연구원이 되겠습니다.	1
20000278_1_S00050224	 에서도 동료들과의 협력을 통해 문제를 해결하는 인재가 되겠습니다.	1
20000278_2_S00417428	2010년 농구대회 준우승 2011년 한국화학공학회 은상 2016년 우수상 2017년 dubai 학회 수상 등 목표를 향해 달려가는 과정 뿐만 아니라 만족스러운 결과의 기쁨 또한 경험하였습니다.	0
20000278_1_S00121586	 계획성과 유연성을 갖춘 사람 농약 판매 영업을 하면서 우선순위로 두는 것이 계획 입니다.3개년 판매실적을 조회하여 특정 시점에 어떤 제품이 판매가 되고 부진했는지를 분석하고 앞으로 판매 계획을 수립해왔습니다.또한 매출 창출을 위한 방법을 생각하고 고민하며 대안을 제시할 수 있는 유연한 사고력을 가질 수 있도록 연습하고 고민했습니다.이런 과정에서 배웠던 점을 생산관리 직무에 접목시키면 원할한 제품의 생산 및 보급을 책임지는 생산관리 전문가가 될 수 있다고 생각했습니다.특히 생산관리는 직원과의 상호 존중과 협력을 통해 생산 및 근무 배치 인력을 계획하므로 돌발 상황에 대해 대안을 제시할 수 있는 유연한 사고까지도 꼭 필요하다고 생각합니다.상호존중 및 배려로 협력하고 타협점을 찾아가는 의 근무 환경에서 제가 영업 현장에서 배우고 연습했던 분석을 통한 계획과 유연한 사고력을 통해원할한 제품 생산 및 보급을 담당하는 상사맨이 되고 싶습니다	1
20000278_1_S00146361	그 결과 양쪽 모두 어느 정도 수긍을 했고 갈등은 봉합될 수 있었습니다.이러한 외국에서의 경험을 통해 저는 누구든 편견 없이 보고 나이와 성별 등에 상관없이 이해할 수 있는 능력을 키웠습니다. 에 입사하여 신선식하면 무엇이든 꾸준하게 실행할 수 있는 직원이 되고 싶습니다.	1
20000278_1_S00171266	어플리케이션 톡 활용 등을 주제로 강의를 하였으며 수업을 통해 논문 작성의 정보를 얻고 쉽게 인터뷰를 할 수 있었습니다.	0
20000278_1_S00040564	이러한 성취를 기반으로 궁금증에 관해 물어보기 위해 잡카페 부문에 제일 첫 시간으로 참여하여 가능성을 확인했고 본인이 꿈꾸던 인 이 되고 거기서 멈추는 것이 아닌 기업에 미래에도 큰 도움을 줄 수 있는 것이 영업 관리라고 생각하여 지원했습니다.	1
20000278_1_S00112616	이제 고객이 아닌 의 마케터로서 고객들에게 설렘과 즐거움을 주고 싶습니다.	1
20000278_1_S00069014	동료와의 시너지 협력사와의 신뢰관계 유지로 고객에게 보다 높은 품질의 제품을 제공하여 궁극적으로 고객만족도를 높여 회사발전에 이바지하는 의 든든한 아군이 되겠습니다.	1
20000278_1_S00077983	 시장 분석력을 기반으로 md로서 신규 브랜드를 유치하겠습니다.	1
20000278_1_S00009331	이러한 저의 책임감과 소통을 중요하게 생각하는 마음으로 의 전략기획 해외영업팀에서도 발휘되어 팀원과 함께 문제를 해결해나갈 수 있는 인재가 되겠습니다.	1
20000278_1_S00004660	이처럼 빠르게 시장을 분석하여 점포 판매율 향상에 힘쓰겠습니다.	1
20000278_1_S00476041	그래서 라스트오더 넷컴 컴즈 미니시네마 등 다양한 기업에서 콘텐츠 마케팅 기획 인사이트를 도출하는 경험을 쌓을 수 있었습니다.	0
20000278_1_S00088978	불황 속에서 호황의 싹을 틔우 에서 저는 생각하고 적극적으로 행동하는 팀워크를 중점으로 최고의 결과를 만들어내는 명견만리한 엔지니어가 되어서 2030년 매출 50조원 글로벌 top7 화학 기업 진출의 비전을 함께 이루겠습니다.	1
20000278_2_S00497390	특히 기름 거리 데이터를 오피넷 및 tmap api에서 받아올 때 에서 자체 제공하는 자바스크립트 함수를 사용해야 했기 때문에 어려움이 많았습니다.	0
20000278_1_S00123121	기획수립과 실행 뿐만 아니라 재수정하는 작업에서의 외부와의 커뮤니케이션활동 또한 중요하다는 것을 알았습니다.마케팅전략을 수립하고 방향성을 제시하는 해당 직무는 고객과의 시선에서 의 이미지를 고민해야 하는 자리입니다.데이터분석력으로 국내외 정서에 따라 민첩하게 대응하고 커뮤케이션능력으로 고객과의 소통을 이어나가겠습니다.	1
20000278_1_S00504545	저는 서비스 영상디스플레이cs부서에서 일을 했었습니다.	0
20000278_1_S00082727	 은 우리나라 대표 it회사로서 ai기반 쇼핑 어드바이저 시스템 ai채용 시스템 양자암호 프로토콜 개발 축산물 이력관리본인 인증 솔루션 개발 등 인고지능 블록체인과 같은 최신 it트렌드에 맞는 다양한 사업을 추구하고 있습니다.	1
20000278_1_S00097623	꾸준한 외국어 학습과 시장동향파악을 통해 회사가 필요로 하는 인재로 성장하여 이 아시아를 넘어 세계 최고의 화학기업으로 가는 길을 함께 걷겠습니다.	1
20000278_1_S00547087	올해 상반기에 참여한 청년 ai 빅데이터 아카데미가 가장 기억에 남습니다.	0
20000278_1_S00541975	이러한 유전을 받아서 에 근무를 할 때에도 큰 힘을 받아서 근무를 하였습니다.	0
20000278_1_S00050188	 는 소비자의 경험 과 품질 중심의 인도네시아 포함 동남아 중심의 해외 수익원 확대를 전략으로 삼고 있습니다.	1
20000278_1_S00067299	이러한 강점을 활용하여 의 고객과 상권에 insight를 추출하고 빅데이터 분석에 근거한 현명한 의사결정으로 지속 가능한 경쟁 우위를 창출할 수 있도록 책임을 다하는 사원이 되겠습니다.	1
20000278_1_S00330129	이외에도 품질팀에서 사내외 품질관리를 담당하며 공정 품질 이슈 대응 사전품질예방 등을 관리하며 품질관리도 업무의 포인트를 배웠습니다.	0
20000278_1_S00139012	 와 함께 성장하는 회사의 발전에 기여하는 인재가 되겠습니다.	1
20000278_1_S00515991	학창시절 참여했던 산학프로젝트에서 요거트의 성분을 달리하여 상품을 프리미엄화하고 패키지를 디자인을 도출했던 경험이 있습니다.	0
20000278_1_S00540984	때문에 신라 와 같은 타면세점의 경우 뮤직비디오 거울 등을 활용해 단기 마케팅을 진행하는데 단기 마케팅의 경우 효과는 빠르지만 장기적으로 브랜드 정체성을 모호하게 만든다는 단점이 있습니다.	0
20000278_1_S00546588	 모두를 힘내게 하는 동기부여 대학원 재학 당시 와 프로젝트를 수행하기 위해 밤 10시부터 다음날 오전 6시 30분까지 고속도로의 소음을 측정해야 했습니다.	0
20000278_2_S00549126	 케미칼은 에틸렌 생산설비 용량 1위 화학보다 더 높은 영업이익을 달성하며 석화업계 1위를 달성했던 적이 있던 회사입니다.	0
20000278_1_S00502188	4년간 함양한 분석력을 바탕으로 일본 유럽 북미 등 시장의 트렌드를 분석해 한국 시장에 적용할 수 있도록 고민하겠습니다.	0
20000278_1_S00248615	위와 같은 경험은 텔레콤에서 근무시 데이터를 모델링하는 업무에 큰 도움이 되었습니다.	0
20000278_1_S00531144	여기서는 2g 3g lte와 같이 현재 서비스되는 기술들의 발전과정과 이론적인 설명 5g에서 쓰이는 기술들 혹은 에서 개발 중인 차세대 기술에 대해 배울 수 있는 좋은 자리였습니다.	0
20000278_1_S00497825	 한 기업의 직원으로서 주인의식 발휘 작년 상반기 중공업 연구소에 인턴으로 입사했습니다.	0
20000278_1_S00042222	또한 로지스틱스와 글로벌로지스가 하나가 되어 가 되었습니다.	1
20000278_1_S00519608	2주간의 밤을 새우며 학과 회장과 발표 자료를 준비하며 학과가 의 지원으로 나아갈 방향성과 비전 사업 계획에 담당 영업 소장과 2번의 미팅을 가지게 되었습니다.	0
20000278_1_S00063775	그리고 그들도 제품에 추억을 담을 수 있게 만들어보고자 에 지원하게 되었습니다.	1
20000278_1_S00503680	저는 왜 이 사업을 이 해야 하는지 swot 분석했고 가상고객업체를 선정해 사업기획서를 쓰면서 사업전략과 예상가격을 구체화하여 임직원분들을 설득할 수 있었습니다.이로써 creative idea는 높은 가능성과 구체화가 뒤따라야 business가 될 수 있음을 깨달았습니다.	0
20000278_1_S00029085	 미래를 향하는 진정성 고객의 편의와 실속을 최우선으로 하는 의 진정성에 매력을 느껴 지원했습니다.	1
20000278_1_S00101062	저는 입사 후 선배님들과 함께 의 발전을 생각하고 답을 찾는 오토렌탈영업팀의 믿음직한 신입사원이 되겠습니다.	1
20000278_1_S00490563	 모든 것의 기반인 분석력 저는 면세점 강남점 아르바이트를 하면서 고객분들의 실질적 니즈를 분석하여 연계 판매로 이끌었습니다.	0
20000278_1_S00001013	저는 앞으로 md로서 그 누구보다도 잘 해낼 자신이 있습니다.	1
20000278_1_S00139737	제가 가진 금속 재료에 대한 이해 역량과 도전적인 자세로 생산 기술 개발과 생산 공정 전반의 기술적 지원에 참여하여 의 미래성장동력이 될 생산 기술 혁신에 기여하고자 생산 기술 직무에 지원하게 되었습니다.	1
20000278_1_S00553065	저희 조는 시험 준비를 하고 있는 고시생들에게 라면과 격려의 말이 적혀져있는 문구를 전하거나 의 제품을 전혀 취급하고 있지 않은 가게들을 대상으로 직접 현장에 나가 영업을 하였습니다.	0
20000278_1_S00545341	도전할만한 가치가 있는지 판단하기 위하여 프로그래밍 언어인 r과 파이썬을 사용하여 1인 가구 에 대한 블로그 기사들의 빈도수 분석과 연관성 분석을 시도하였습니다.	0
20000278_1_S00050972	 는 혁신활동 제품 품질 친환경적 경영을 통해 신뢰를 쌓았습니다.	1
20000278_1_S00120953	지금 석 박사 통합과정 졸업을 앞두고 제가 느낀 가슴 뛰는 고민의 흔적을 이제 의 미래를 향한 발판으로 삼고 나아가겠습니다.	1
20000278_1_S00016840	네이버 커뮤니티 스토리 페이스북 매체를 관리하는 인턴 업무를 통해 다양한 성격의 플랫폼을 접한 경험과 마케팅 수업을 통해 배운 지식을 바탕으로 고객과 트렌드를 분석하여 떡메모지 를 성공적으로 판매했습니다.	0
20000278_1_S00525858	그리고 타겟층이 주로 검색하는 포털을 블로그 플랫폼으로 선정했습니다.기초부터 탄탄히 공부해 다음 시험에서는 80점대 점수로 합격했고 시험이 있는 달은 블로그에 800명 정도의 순 방문객이 방문합니다.	0
20000278_1_S00559679	결국 측으로부터 500명에게 제공 가능한 협찬품을 받았고 상당한 제작비를 절감함과 동시에 뷰티 토크 콘서트 홍보효과를 높였습니다.	0
20000278_2_S00536707	화학 공정의 지식 습득을 위해 분리공정 반응공학 과목을 수료하고 인턴과정 중 현장답사 및 공정교육을 통해 직무에 대한 전문성을 키웠습니다.	0
20000278_1_S00158948	더불어 실제 물류 업무를 현실적으로 파악하기 위해 의 수출 물류팀에서 3개월 동안 실무 경험을 쌓았습니다.	0
20000278_1_S00483641	 경제학도 새끼 돼지 꼬리를 지키다 축산기업 의 농축산 ict 아이디어 공모전에 도전해 혁신의 관점에서 피그빕 상품을 기획하고 변화를 제안한 경험이 있습니다.	0
20000278_1_S00557818	작년에는 인도네시아에서 발전 친환경 에너지부문을 마쳤고 현재는 국내에 발주처로 중앙열원시설 개체공사를 하는 것으로 알고 있습니다.	0
20000278_1_S00045467	저의 신조를 항상 기억하며 기업으로서 세계의 한가운데 있을 을 위해 최선을 다해보고자 합니다.	1
20000278_1_S00086304	 은 유통 서비스 제조 등 한 분야에 국한되지 않고 다양한 분야에 걸쳐 오랫동안 노하우를 쌓고 신뢰를 쌓아왔습니다.	1
20000278_1_S00541330	1차로 선택한 매체는 웹툰이었습니다.	0
20000278_1_S00050297	이로 인해 이후 해당 회사로부터 단체주문을 지속적으로 받는 계기가 되어 장기고객으로 확보할 수 있었습니다. 에서도 기업고객이 생각지 못한 부분까지 세심히 신경쓰고 대내외적인 리스크를 선제적으로 방어해 고객사에게 감동을 선사하겠습니다.	1
20000278_1_S00496061	2015년부터 저희 방탈출사업과 가맹점을 홍보하고 블로그 페이스북 인스타 등을 통해서 마케팅을 했고 고객방문자 수를 20 를 올렸습니다.	0
20000278_1_S00549380	또한 scm 직무에 대해 더욱 알고 싶어 한국산업인력공단 머니투데이에서 주관하는 ict기반 scm 리테일테크 전문가 양성과정에 460시간 참여하여 하이트진로 ups등 실제 근무자들을 통해 어떤 일을 진행하는지 배웠습니다.	0
20000278_1_S00461992	 e커머스 놓치지 않을 거예요. 이투스eci에서 시간표 시스템을 개선한 일 에서 세부 가격팀을 만든 일 성신여대 경제학과에서 예산을 운용 행사를 기획한 일까지.	0
20000278_1_S00149529	인화를 중심에 두고 개인의 성장을 믿는 에서 나노과학을 공부하며 키워온 역량을 바탕으로 뛰어난 분리성과 우수한 인장강도를 가진 수처리막 및 우수한 흡착성능의 물질 개발로 수처리 사업과 수소산업의 미래 먹거리 발굴에 박차를 가하겠습니다	1
20000278_1_S00320302	제가 담당한 고객은 전자를 믿고 폭염 속에서 이미 냉장고를 처리하여 음식물을 다 버리게 되었고 전자를 불신하게 되었습니다.	0
20000278_1_S00092778	이처럼 은 고객과의 소통을 생각하며 끊임없이 플랫폼을 발전시키고 있습니다.	1
20000278_1_S00062654	이러한 상황에서 500시간 이상의 데이터 분석 교육과 프로젝트 경험을 쌓은 제가 배운 것을 적극적으로 활용할 수 있는 곳이 바로 의 통계분석 부서라고 확신합니다.	1
20000278_1_S00075671	저의 현장 접점의 분석력을 바탕으로 한 정확한 시장 파악으로 의 지속적인 성장을 견인하겠습니다.	1
20000278_1_S00273786	빅데이터 마이닝 연구실에서 지내면서 인공지능과 데이터 분석에 관심을 두고 빅데이터 처리 기계학습 데이터마이닝 등 수업을 수강하였습니다. 정보통신에서는 신기술을 통한 사례와 digital transformation 등 it 생태계 조성에 힘쓰고 있습니다.	0
20000278_1_S00077983	 저의 최종적인 목표는 동남아시아 고객 네트워크 담당 md 직무자가 되는 것입니다.	1
20000278_1_S00558489	 현장에서의 협업경험 올해 8월 18일간 의 신규 공정 셋업을 위한 체코 e project ose 오버홀 및 축 개조 작업 계약직으로 다녀왔습니다.	0
20000278_1_S00031530	개인적으로는 하이마트의 뛰어난 가격 경쟁력보단 다양한 브랜드의 제품들을 보유하고 있다는 점과 에 입점해 있어 접근성이 뛰어난 점이 제가 하이마트를 좋아하는 이유였습니다.	1
20000278_1_S00543270	지난겨울 모스크바지사 운영분야에서 인턴생활을 하였습니다.	0
20000278_1_S00098509	이를 위해 입사 직후 의 리테일 금융상품을 정확하게 파악함과 동시에 경쟁사 잠재기업을 면밀히 분석하겠습니다.	1
20000278_1_S00066324	이를 통해 석유화학 기업으로서의 의 신념에 확신하여 지원하게 되었습니다.	1
20000278_1_S00111119	이 때에 제가 가진 역량과 자질을 바탕으로 tv와 모바일 등 다양한 플랫폼을 넘나드는 만의 차별화된 쇼핑경험을 만드는데 이바지 하고 싶습니다.먼저 이를 위해 저는 고객의 목소리에 귀기울이겠습니다.	1
20000278_1_S00100279	 새로운 도전 global top10 과 함께하고 싶습니다 제가 전공한 고분자 분야에서 새로운 도전으로 기여하고자 에 지원하였습니다.	1
20000278_1_S00045879	 성취감과 자부심 에 지원한 이유는 성취감과 자부심을 느끼며 일할 수 있는 곳이라고 생각하기 때문입니다.	1
20000278_1_S00004535	아울러 고객이 운송 진행 상황에 대해 궁금해하지 않도록 지속적으로 화물 추적 피드백을 하였으며 화물 도난 파손 등의 문제 발생 시에도 빠른 보고와 대응을 통해 고객의 신뢰를 이끌어내었습니다.이러한 저의 경험과 역량을 살려 입사 후 직무에 빠르게 적응하고 나아가 의 효율적인 물류프로세스 실현을 통해 매출에 도움되는 사원이 되겠습니다.	1
20000278_1_S00121760	온 오프라인 유통업계를 선도하는 대한민국 대표 유통기업 와 함께 새로운 슈퍼마켓 문화를 만들어나가고자 지원하였습니다.시간과 장소에 제약이 없는 비대면 서비스를 이용하는 고객들이 점차적으로 증가하고 있습니다.	1
20000278_1_S00029243	또한 상품운영관리팀에서 시장의 정보를 데이터로 만들고 다시 시장에 필요한 정보를 뽑아내는 과정을 통해 산업에서 필요한 데이터를 만들고 활용하는 능력을 강화했습니다.	0
20000278_1_S00115215	경험을 통해서 건설업의 대한 관심은 확고해졌습니다. 은 주택 건축 플랜트 등 다양한 분야에서 자사만의 높은 기술력과 품질을 가지고 있습니다.	1
20000278_1_S00044864	 자부심을 가질 수 있는 곳 오직 입니다.	1
20000278_1_S00132729	또한 내부 및 외부 고객과의 지속적인 소통을 통해 서비스에 대한 이해와 현장 경험을 쌓으며 이를 바탕으로 시장의 최신 트렌드를 파악하고 선제적으로 대응할 수 있는 역량을 갖추겠습니다.또한 풍부한 실무 경험과 고객으로부터 얻은 통찰력을 바탕으로 차별화된 서비스 혁신을 이끌고 이 글로벌 1위로 도약할 수 있는 방향을 제시하는 관리자로 성장하고 싶습니다.	1
20000278_1_S00558760	지멘스 그린스쿨과 화학 대학생 멘토단을 하며 환경문제의 중요성을 느꼈습니다.	0
20000278_1_S00552359	둘째 의 아파트 현장에서 4주간의 실습 업무를 수행했습니다.	0
20000278_1_S00558769	브랜드 평판은 소비자들의 온라인 사용 행태에 대한 빅데이터 분석을 통해 이루어지는데 1위인 의 증가폭에 비해 홈쇼핑의 증가폭이 작아 그 격차가 더욱 커졌다고 합니다.	0
20000278_1_S00096516	 은 전세계 6대 권역 21개국에서 상업 주거 업무시설 건축공사 철도 도로 토목공사 등 건설사업을 진행하거나 완공한 전력이 있으며 해외수주를 확장하고 있습니다.	1
20000278_2_S00558951	 함께 성장할 수 있는 식품연구원 줄곧 식품을 전공하였고 농림축산식품부 산하 국가 r d 사업의 여러 국책 과제와 용역 과제 등을 수행하며 식품가공 발효 미생물 분리 동정 배양 분석 관련 연구를 수행하였습니다.	0
20000278_1_S00140633	업계 1위에 안주하지 않고 통신 및 계측장비 oa 기기 소형가전 등을 취급하는 일반렌탈시장에서도 안정적 계열 물량을 바탕으로 안정적인 시장성장세를 이루고 있습니다.이러한 의 일원이 되어 저 역시 끊임없이 혁신해나가는 전문 영업인이 되겠습니다.	1
20000278_1_S00139737	새로이 연구 개발되는 의 제품들이 최고의 품질 수율로 생산되도록 책임지는 생산 기술 전문가가 되어 미래 글로벌 신소재 시장을 이끌어가는 을 함께 그려가겠습니다.	1
20000278_2_S00546447	 고객 응대 능력 미국 휴스턴에서 개최되는 otc 박람회의 진행요원으로 일한 경험이 있습니다.	0
20000278_1_S00553899	저의 이러한 경험을 토대로 앞으로 해외영업인으로써 큰 보탬이 될 수 있을 것이라 생각되어 지원하였습니다.	0
20000278_2_S00554951	 공장으로 생산을 다시 보다 대학시절 공장을 견학해 주류의 생산과정을 보았고 방학기간을 이용해 서울 향료의 공장에서 일해보며 생산이 어떻게 이루어지며 생산관리를 어떻게 해야 하는지 경험을 통해 정확히 알았습니다.	0
20000278_1_S00068203	이 근무 경험이 경영관리팀에서 빠른 업무 습득을 가능하게 할 강점이 될 것이라 자신합니다.경영관리 직무에 대한 제 강점은 꼼꼼함입니다.	1
20000278_1_S00138906	 의 입사 후 전 세계 고객의 풍요로운 쇼핑 환경 을 조성하는 것이 이루고 싶은 목표입니다.	1
20000278_1_S00126773	앞으로도 계속해서 배워나갈 것이며 목표를 이루기 위한 열정을 에서도 이어나가겠습니다.	1
